alumno,course_code,cycle,grade
ALUMNO_026,BMA02,2,11.2
ALUMNO_026,BMA09,2,10.5
ALUMNO_026,BQU01,2,10.8
ALUMNO_026,BRC01,2,11.5
ALUMNO_026,BEF01,3,18.0
ALUMNO_026,BEG01,3,12.5
ALUMNO_026,BFI03,3,11.6
ALUMNO_026,BMA05,3,10.8
ALUMNO_026,BMA10,3,12.0
ALUMNO_026,BMA15,3,13.0
ALUMNO_026,EE306,3,14.3
ALUMNO_026,BMA07,4,10.5
ALUMNO_026,BMA18,4,11.1
ALUMNO_026,EE320,4,13.1
ALUMNO_026,EE410,4,11.4
ALUMNO_026,BMA22,5,15.1
ALUMNO_026,CBS05,5,13.1
ALUMNO_026,EE428,5,14.4
ALUMNO_026,EE522,5,14.9
ALUMNO_026,TLN01,5,13.9
ALUMNO_026,TLR01,5,14.0
ALUMNO_026,CBS36,6,13.9
ALUMNO_026,EE430,6,10.5
ALUMNO_026,EE458,6,13.8
ALUMNO_026,EE604,6,11.6
ALUMNO_026,TLN02,6,11.3
ALUMNO_026,BEG06,7,17.2
ALUMNO_026,EE498,7,12.4
ALUMNO_026,EE530,7,13.0
ALUMNO_026,EE588,7,16.0
ALUMNO_026,TLN05,7,17.5
ALUMNO_026,TLR02,7,13.5
ALUMNO_026,CIB02,8,15.8
ALUMNO_026,EE590,8,10.5
ALUMNO_026,EE592,8,14.5
ALUMNO_026,IP101,8,16.2
ALUMNO_026,IT235,8,14.5
ALUMNO_026,TLR03,8,14.1
ALUMNO_026,BMA20,9,10.7
ALUMNO_026,CI105,9,12.8
ALUMNO_026,CIB45,9,11.6
ALUMNO_026,IT225,9,14.4
ALUMNO_026,TLR04,9,12.6
ALUMNO_026,TLR05,9,13.3
ALUMNO_026,BMT01,10,16.4
ALUMNO_026,CI106,10,12.8
ALUMNO_026,CIB46,10,14.8
ALUMNO_026,EE524,10,10.5
ALUMNO_026,EE712,10,16.4
ALUMNO_026,TLN04,10,13.8
ALUMNO_027,BFI01,1,11.4
ALUMNO_027,BIC01,1,11.9
ALUMNO_027,BMA01,1,9.5
ALUMNO_027,BMA03,1,12.4
ALUMNO_027,BRN01,1,14.0
ALUMNO_027,BFI05,2,9.9
ALUMNO_027,BMA01,2,13.9
ALUMNO_027,BMA02,2,10.5
ALUMNO_027,BMA09,2,12.5
ALUMNO_027,BQU01,2,11.4
ALUMNO_027,BRC01,2,17.3
ALUMNO_027,BEF01,3,14.1
ALUMNO_027,BEG01,3,15.4
ALUMNO_027,BFI03,3,10.5
ALUMNO_027,BFI05,3,12.4
ALUMNO_027,BMA05,3,10.5
ALUMNO_027,BMA10,3,10.5
ALUMNO_027,BMA15,3,13.1
ALUMNO_027,BMA07,4,10.5
ALUMNO_027,BMA18,4,15.7
ALUMNO_027,EE320,4,10.5
ALUMNO_027,EE410,4,11.5
ALUMNO_027,BMA22,5,14.2
ALUMNO_027,CBS05,5,13.1
ALUMNO_027,EE428,5,14.7
ALUMNO_027,EE522,5,13.8
ALUMNO_027,TLN01,5,15.9
ALUMNO_027,TLR01,5,16.4
ALUMNO_027,CI105,6,12.4
ALUMNO_027,EE430,6,13.2
ALUMNO_027,EE458,6,11.0
ALUMNO_027,EE604,6,10.5
ALUMNO_027,TLN02,6,11.6
ALUMNO_027,BEG06,7,13.4
ALUMNO_027,EE498,7,13.1
ALUMNO_027,EE530,7,13.6
ALUMNO_027,EE588,7,11.8
ALUMNO_027,IT225,7,10.5
ALUMNO_027,TLR02,7,15.3
ALUMNO_027,BMA20,8,14.6
ALUMNO_027,EE508,8,11.8
ALUMNO_027,EE590,8,10.6
ALUMNO_027,EE592,8,10.5
ALUMNO_027,IT214,8,12.2
ALUMNO_027,TLR03,8,11.7
ALUMNO_027,CI106,9,15.6
ALUMNO_027,CIB02,9,13.6
ALUMNO_027,CIB45,9,11.2
ALUMNO_027,TLN03,9,11.6
ALUMNO_027,TLR04,9,13.4
ALUMNO_027,TLR05,9,16.8
ALUMNO_027,BMT01,10,17.0
ALUMNO_027,CBG01,10,11.4
ALUMNO_027,CBS36,10,15.5
ALUMNO_027,CIB46,10,12.5
ALUMNO_027,EE712,10,10.5
ALUMNO_027,IT235,10,14.6
ALUMNO_028,BFI01,1,10.5
ALUMNO_028,BIC01,1,13.0
ALUMNO_028,BMA01,1,10.5
ALUMNO_028,BMA03,1,12.5
ALUMNO_028,BRN01,1,15.3
ALUMNO_028,BFI05,2,11.0
ALUMNO_028,BMA02,2,10.5
ALUMNO_028,BMA09,2,12.9
ALUMNO_028,BQU01,2,11.3
ALUMNO_028,BRC01,2,13.5
ALUMNO_028,BEF01,3,10.5
ALUMNO_028,BEG01,3,15.1
ALUMNO_028,BFI03,3,14.9
ALUMNO_028,BMA05,3,14.7
ALUMNO_028,BMA10,3,10.5
ALUMNO_028,BMA15,3,10.5
ALUMNO_028,EE306,3,12.9
ALUMNO_028,BMA07,4,10.5
ALUMNO_028,BMA18,4,12.0
ALUMNO_028,EE320,4,13.5
ALUMNO_028,EE410,4,14.5
ALUMNO_028,BMA22,5,11.7
ALUMNO_028,CBS05,5,13.4
ALUMNO_028,EE428,5,10.7
ALUMNO_028,EE522,5,11.9
ALUMNO_028,TLN01,5,10.6
ALUMNO_028,TLR01,5,12.0
ALUMNO_028,CI105,6,14.1
ALUMNO_028,EE430,6,14.3
ALUMNO_028,EE458,6,10.7
ALUMNO_028,EE604,6,15.5
ALUMNO_028,TLN02,6,11.8
ALUMNO_028,BEG06,7,14.3
ALUMNO_028,BMT01,7,14.2
ALUMNO_028,EE498,7,10.5
ALUMNO_028,EE530,7,14.3
ALUMNO_028,EE588,7,13.9
ALUMNO_028,TLR02,7,11.8
ALUMNO_028,CBS36,8,10.7
ALUMNO_028,CI106,8,15.2
ALUMNO_028,EE508,8,14.6
ALUMNO_028,EE590,8,10.5
ALUMNO_028,EE592,8,11.8
ALUMNO_028,TLR03,8,14.0
ALUMNO_028,CIB45,9,15.5
ALUMNO_028,IP101,9,13.2
ALUMNO_028,TLN03,9,11.4
ALUMNO_028,TLN05,9,15.3
ALUMNO_028,TLR04,9,10.5
ALUMNO_028,TLR05,9,14.2
ALUMNO_028,CIB02,10,11.2
ALUMNO_028,CIB46,10,15.0
ALUMNO_028,EE712,10,11.2
ALUMNO_028,IT214,10,13.3
ALUMNO_028,IT235,10,14.1
ALUMNO_028,TLN04,10,15.3
ALUMNO_029,BFI01,1,11.6
ALUMNO_029,BIC01,1,11.4
ALUMNO_029,BMA01,1,9.5
ALUMNO_029,BMA03,1,8.5
ALUMNO_029,BRN01,1,14.1
ALUMNO_029,BFI05,2,11.1
ALUMNO_029,BMA01,2,10.6
ALUMNO_029,BMA02,2,12.0
ALUMNO_029,BMA03,2,10.6
ALUMNO_029,BMA09,2,5.5
ALUMNO_029,BQU01,2,10.5
ALUMNO_029,BRC01,2,15.0
ALUMNO_029,BEF01,3,13.4
ALUMNO_029,BEG01,3,12.1
ALUMNO_029,BFI03,3,10.5
ALUMNO_029,BMA05,3,12.4
ALUMNO_029,BMA09,3,15.8
ALUMNO_029,BMA10,3,10.5
ALUMNO_029,BMA15,3,10.5
ALUMNO_029,BMA07,4,10.5
ALUMNO_029,BMA18,4,10.5
ALUMNO_029,EE320,4,10.5
ALUMNO_029,EE410,4,13.6
ALUMNO_029,BMA22,5,10.8
ALUMNO_029,CBS05,5,10.8
ALUMNO_029,EE428,5,10.5
ALUMNO_029,EE522,5,12.6
ALUMNO_029,TLN01,5,10.5
ALUMNO_029,TLR01,5,10.5
ALUMNO_029,EE430,6,10.5
ALUMNO_029,EE458,6,16.5
ALUMNO_029,EE604,6,11.3
ALUMNO_029,TLN02,6,10.5
ALUMNO_029,TLN04,6,10.5
ALUMNO_029,BEG06,7,16.0
ALUMNO_029,EE498,7,10.9
ALUMNO_029,EE530,7,10.5
ALUMNO_029,EE588,7,12.6
ALUMNO_029,IT214,7,14.7
ALUMNO_029,TLR02,7,10.5
ALUMNO_029,CI105,8,14.6
ALUMNO_029,CIB02,8,12.5
ALUMNO_029,EE590,8,10.5
ALUMNO_029,EE592,8,13.9
ALUMNO_029,IP101,8,14.5
ALUMNO_029,TLR03,8,13.5
ALUMNO_029,CI106,9,12.2
ALUMNO_029,CIB45,9,11.6
ALUMNO_029,IT225,9,10.7
ALUMNO_029,IT235,9,10.5
ALUMNO_029,TLR04,9,10.5
ALUMNO_029,TLR05,9,14.8
ALUMNO_029,BMA20,10,13.5
ALUMNO_029,BMT01,10,10.8
ALUMNO_029,CBG01,10,11.5
ALUMNO_029,CIB46,10,17.0
ALUMNO_029,EE712,10,12.1
ALUMNO_029,TLN03,10,11.0
ALUMNO_030,BFI01,1,12.6
ALUMNO_030,BIC01,1,9.8
ALUMNO_030,BMA01,1,12.0
ALUMNO_030,BMA03,1,10.7
ALUMNO_030,BRN01,1,16.0
ALUMNO_030,BFI05,2,16.0
ALUMNO_030,BIC01,2,16.8
ALUMNO_030,BMA02,2,12.3
ALUMNO_030,BMA09,2,11.8
ALUMNO_030,BQU01,2,12.6
ALUMNO_030,BRC01,2,13.6
ALUMNO_030,BEF01,3,14.3
ALUMNO_030,BEG01,3,13.2
ALUMNO_030,BFI03,3,11.5
ALUMNO_030,BMA05,3,13.2
ALUMNO_030,BMA10,3,8.6
ALUMNO_030,BMA15,3,12.9
ALUMNO_030,EE306,3,14.5
ALUMNO_030,BMA07,4,10.5
ALUMNO_030,BMA10,4,12.4
ALUMNO_030,BMA18,4,10.5
ALUMNO_030,EE320,4,14.4
ALUMNO_030,EE410,4,11.1
ALUMNO_030,BMA22,5,10.5
ALUMNO_030,CBS05,5,11.2
ALUMNO_030,EE428,5,13.3
ALUMNO_030,EE522,5,11.1
ALUMNO_030,TLN01,5,13.4
ALUMNO_030,TLR01,5,11.1
ALUMNO_030,CBS36,6,14.3
ALUMNO_030,EE430,6,10.8
ALUMNO_030,EE458,6,10.5
ALUMNO_030,EE604,6,15.6
ALUMNO_030,TLN02,6,10.9
ALUMNO_030,BEG06,7,16.9
ALUMNO_030,EE498,7,13.7
ALUMNO_030,EE530,7,10.7
ALUMNO_030,EE588,7,12.4
ALUMNO_030,TLN04,7,10.5
ALUMNO_030,TLR02,7,12.1
ALUMNO_030,CI105,8,13.6
ALUMNO_030,EE508,8,11.1
ALUMNO_030,EE590,8,10.5
ALUMNO_030,EE592,8,14.6
ALUMNO_030,IT235,8,13.0
ALUMNO_030,TLR03,8,12.8
ALUMNO_030,BMT01,9,10.5
ALUMNO_030,CIB45,9,14.4
ALUMNO_030,EE524,9,12.4
ALUMNO_030,IT225,9,14.1
ALUMNO_030,TLR04,9,11.6
ALUMNO_030,TLR05,9,11.9
ALUMNO_030,BMA20,10,10.5
ALUMNO_030,CIB02,10,13.1
ALUMNO_030,CIB46,10,11.2
ALUMNO_030,EE712,10,16.2
ALUMNO_030,IT214,10,13.4
ALUMNO_030,TLN03,10,12.5
ALUMNO_031,BFI01,1,12.9
ALUMNO_031,BIC01,1,14.6
ALUMNO_031,BMA01,1,14.7
ALUMNO_031,BMA03,1,13.3
ALUMNO_031,BRN01,1,14.6
ALUMNO_031,BFI05,2,13.2
ALUMNO_031,BMA02,2,16.0
ALUMNO_031,BMA09,2,12.2
ALUMNO_031,BQU01,2,10.5
ALUMNO_031,BRC01,2,17.0
ALUMNO_031,BEF01,3,14.3
ALUMNO_031,BEG01,3,10.6
ALUMNO_031,BFI03,3,13.1
ALUMNO_031,BMA05,3,10.9
ALUMNO_031,BMA10,3,11.8
ALUMNO_031,BMA15,3,12.7
ALUMNO_031,EE306,3,12.3
ALUMNO_031,BMA07,4,13.4
ALUMNO_031,BMA18,4,11.1
ALUMNO_031,EE320,4,13.0
ALUMNO_031,EE410,4,12.0
ALUMNO_031,BMA22,5,14.0
ALUMNO_031,CBS05,5,14.9
ALUMNO_031,EE428,5,14.7
ALUMNO_031,EE522,5,11.3
ALUMNO_031,TLN01,5,10.5
ALUMNO_031,TLR01,5,13.7
ALUMNO_031,CIB02,6,13.3
ALUMNO_031,EE430,6,13.2
ALUMNO_031,EE458,6,16.3
ALUMNO_031,EE604,6,11.9
ALUMNO_031,TLN02,6,11.7
ALUMNO_031,BEG06,7,14.5
ALUMNO_031,CIB12,7,15.2
ALUMNO_031,EE498,7,14.1
ALUMNO_031,EE530,7,10.5
ALUMNO_031,EE588,7,10.5
ALUMNO_031,TLR02,7,10.5
ALUMNO_031,BMA20,8,13.1
ALUMNO_031,EE508,8,15.3
ALUMNO_031,EE590,8,12.7
ALUMNO_031,EE592,8,12.5
ALUMNO_031,IT214,8,11.3
ALUMNO_031,TLR03,8,16.5
ALUMNO_031,CI105,9,10.5
ALUMNO_031,CIB45,9,16.0
ALUMNO_031,TLN04,9,15.0
ALUMNO_031,TLN05,9,13.3
ALUMNO_031,TLR04,9,13.4
ALUMNO_031,TLR05,9,14.8
ALUMNO_031,CBG01,10,10.5
ALUMNO_031,CBS36,10,14.8
ALUMNO_031,CIB46,10,12.7
ALUMNO_031,EE712,10,14.3
ALUMNO_031,IT225,10,12.9
ALUMNO_031,IT235,10,15.9
ALUMNO_032,BFI01,1,13.8
ALUMNO_032,BIC01,1,15.9
ALUMNO_032,BMA01,1,14.5
ALUMNO_032,BMA03,1,15.2
ALUMNO_032,BRN01,1,16.9
ALUMNO_032,BFI05,2,12.1
ALUMNO_032,BMA02,2,10.5
ALUMNO_032,BMA09,2,11.4
ALUMNO_032,BQU01,2,10.6
ALUMNO_032,BRC01,2,18.0
ALUMNO_032,BEF01,3,14.8
ALUMNO_032,BEG01,3,15.3
ALUMNO_032,BFI03,3,12.5
ALUMNO_032,BMA05,3,11.5
ALUMNO_032,BMA10,3,14.8
ALUMNO_032,BMA15,3,10.5
ALUMNO_032,EE306,3,12.3
ALUMNO_032,BMA07,4,10.5
ALUMNO_032,BMA18,4,10.5
ALUMNO_032,EE320,4,10.6
ALUMNO_032,EE410,4,11.8
ALUMNO_032,BMA22,5,11.0
ALUMNO_032,CBS05,5,14.2
ALUMNO_032,EE428,5,12.2
ALUMNO_032,EE522,5,10.5
ALUMNO_032,TLN01,5,10.5
ALUMNO_032,TLR01,5,10.9
ALUMNO_032,BMA20,6,12.5
ALUMNO_032,EE430,6,12.6
ALUMNO_032,EE458,6,10.5
ALUMNO_032,EE604,6,11.8
ALUMNO_032,TLN02,6,10.8
ALUMNO_032,BEG06,7,18.0
ALUMNO_032,CI105,7,14.5
ALUMNO_032,EE498,7,10.5
ALUMNO_032,EE530,7,12.6
ALUMNO_032,EE588,7,12.1
ALUMNO_032,TLR02,7,13.8
ALUMNO_032,CI106,8,14.6
ALUMNO_032,EE524,8,16.9
ALUMNO_032,EE590,8,12.2
ALUMNO_032,EE592,8,11.2
ALUMNO_032,TLN03,8,15.2
ALUMNO_032,TLR03,8,11.3
ALUMNO_032,BMT01,9,11.0
ALUMNO_032,CIB12,9,10.5
ALUMNO_032,CIB45,9,13.2
ALUMNO_032,IT235,9,13.7
ALUMNO_032,TLR04,9,12.8
ALUMNO_032,TLR05,9,11.1
ALUMNO_032,CBS36,10,12.2
ALUMNO_032,CIB46,10,11.4
ALUMNO_032,EE712,10,14.0
ALUMNO_032,IP101,10,18.0
ALUMNO_032,IT213,10,15.0
ALUMNO_032,IT214,10,13.5
ALUMNO_033,BFI01,1,12.0
ALUMNO_033,BIC01,1,10.5
ALUMNO_033,BMA01,1,8.4
ALUMNO_033,BMA03,1,5.9
ALUMNO_033,BRN01,1,12.6
ALUMNO_033,BFI05,2,9.9
ALUMNO_033,BMA01,2,11.8
ALUMNO_033,BMA02,2,10.4
ALUMNO_033,BMA03,2,10.6
ALUMNO_033,BMA09,2,10.5
ALUMNO_033,BQU01,2,10.5
ALUMNO_033,BRC01,2,14.2
ALUMNO_033,BEF01,3,15.9
ALUMNO_033,BEG01,3,13.2
ALUMNO_033,BFI03,3,10.5
ALUMNO_033,BFI05,3,12.6
ALUMNO_033,BMA02,3,10.6
ALUMNO_033,BMA05,3,11.1
ALUMNO_033,BMA10,3,10.5
ALUMNO_033,BMA07,4,11.6
ALUMNO_033,BMA18,4,10.5
ALUMNO_033,EE320,4,10.5
ALUMNO_033,EE410,4,11.0
ALUMNO_033,BMA22,5,10.5
ALUMNO_033,EE428,5,10.5
ALUMNO_033,EE522,5,10.5
ALUMNO_033,TLN01,5,10.6
ALUMNO_033,TLR01,5,10.9
ALUMNO_033,BMT01,6,10.5
ALUMNO_033,EE430,6,10.5
ALUMNO_033,EE458,6,10.5
ALUMNO_033,EE604,6,10.9
ALUMNO_033,TLN02,6,11.0
ALUMNO_033,BEG06,7,16.2
ALUMNO_033,CBG01,7,14.6
ALUMNO_033,EE498,7,10.5
ALUMNO_033,EE530,7,12.7
ALUMNO_033,EE588,7,11.6
ALUMNO_033,TLR02,7,10.5
ALUMNO_033,CI106,8,15.7
ALUMNO_033,EE590,8,13.1
ALUMNO_033,EE592,8,13.3
ALUMNO_033,IP101,8,13.2
ALUMNO_033,TLN03,8,10.7
ALUMNO_033,TLR03,8,10.5
ALUMNO_033,BMA20,9,12.3
ALUMNO_033,CI105,9,10.5
ALUMNO_033,CIB45,9,13.4
ALUMNO_033,EE524,9,12.9
ALUMNO_033,TLR04,9,11.8
ALUMNO_033,TLR05,9,12.3
ALUMNO_033,CIB46,10,10.5
ALUMNO_033,EE712,10,13.9
ALUMNO_033,IT213,10,10.7
ALUMNO_033,IT214,10,13.6
ALUMNO_033,IT225,10,13.8
ALUMNO_033,TLN05,10,10.5
ALUMNO_034,BFI01,1,10.5
ALUMNO_034,BIC01,1,12.9
ALUMNO_034,BMA01,1,11.9
ALUMNO_034,BMA03,1,14.1
ALUMNO_034,BRN01,1,17.4
ALUMNO_034,BFI05,2,14.7
ALUMNO_034,BMA02,2,11.4
ALUMNO_034,BMA09,2,12.1
ALUMNO_034,BQU01,2,10.5
ALUMNO_034,BRC01,2,13.5
ALUMNO_034,BEF01,3,16.2
ALUMNO_034,BEG01,3,17.4
ALUMNO_034,BFI03,3,10.5
ALUMNO_034,BMA05,3,10.8
ALUMNO_034,BMA10,3,11.9
ALUMNO_034,BMA15,3,12.6
ALUMNO_034,EE306,3,10.5
ALUMNO_034,BMA07,4,12.8
ALUMNO_034,BMA18,4,11.1
ALUMNO_034,EE320,4,11.9
ALUMNO_034,EE410,4,13.6
ALUMNO_034,BMA22,5,12.5
ALUMNO_034,CBS05,5,12.8
ALUMNO_034,EE428,5,12.2
ALUMNO_034,EE522,5,11.6
ALUMNO_034,TLN01,5,12.2
ALUMNO_034,TLR01,5,11.5
ALUMNO_034,CIB12,6,12.6
ALUMNO_034,EE430,6,15.8
ALUMNO_034,EE458,6,13.6
ALUMNO_034,EE604,6,11.8
ALUMNO_034,TLN02,6,13.9
ALUMNO_034,BEG06,7,17.1
ALUMNO_034,EE498,7,13.2
ALUMNO_034,EE530,7,12.2
ALUMNO_034,EE588,7,13.3
ALUMNO_034,IT214,7,10.5
ALUMNO_034,TLR02,7,10.5
ALUMNO_034,BMT01,8,15.3
ALUMNO_034,EE590,8,13.2
ALUMNO_034,EE592,8,16.5
ALUMNO_034,TLN04,8,17.5
ALUMNO_034,TLN05,8,14.0
ALUMNO_034,TLR03,8,10.5
ALUMNO_034,CBS36,9,12.9
ALUMNO_034,CIB45,9,12.9
ALUMNO_034,EE508,9,12.5
ALUMNO_034,IT225,9,12.0
ALUMNO_034,TLR04,9,10.5
ALUMNO_034,TLR05,9,12.0
ALUMNO_034,CI106,10,17.0
ALUMNO_034,CIB02,10,11.7
ALUMNO_034,CIB46,10,15.5
ALUMNO_034,EE524,10,13.4
ALUMNO_034,EE712,10,10.5
ALUMNO_034,IP101,10,13.8
ALUMNO_035,BFI01,1,10.5
ALUMNO_035,BIC01,1,12.1
ALUMNO_035,BMA01,1,14.1
ALUMNO_035,BMA03,1,15.8
ALUMNO_035,BRN01,1,12.8
ALUMNO_035,BFI05,2,12.9
ALUMNO_035,BMA02,2,11.0
ALUMNO_035,BMA09,2,11.7
ALUMNO_035,BQU01,2,16.5
ALUMNO_035,BRC01,2,12.3
ALUMNO_035,BEF01,3,15.0
ALUMNO_035,BEG01,3,15.3
ALUMNO_035,BFI03,3,13.6
ALUMNO_035,BMA05,3,11.6
ALUMNO_035,BMA10,3,12.0
ALUMNO_035,BMA15,3,10.6
ALUMNO_035,EE306,3,12.5
ALUMNO_035,BMA07,4,10.7
ALUMNO_035,BMA18,4,12.6
ALUMNO_035,EE320,4,11.1
ALUMNO_035,EE410,4,12.7
ALUMNO_035,BMA22,5,11.8
ALUMNO_035,CBS05,5,10.9
ALUMNO_035,EE428,5,10.5
ALUMNO_035,EE522,5,15.1
ALUMNO_035,TLN01,5,12.9
ALUMNO_035,TLR01,5,14.8
ALUMNO_035,EE430,6,11.0
ALUMNO_035,EE458,6,11.1
ALUMNO_035,EE604,6,15.3
ALUMNO_035,TLN02,6,10.5
ALUMNO_035,TLN05,6,16.5
ALUMNO_035,BEG06,7,16.9
ALUMNO_035,EE498,7,12.9
ALUMNO_035,EE530,7,12.3
ALUMNO_035,EE588,7,13.0
ALUMNO_035,IP101,7,16.2
ALUMNO_035,TLR02,7,13.5
ALUMNO_035,CIB12,8,12.9
ALUMNO_035,EE590,8,13.1
ALUMNO_035,EE592,8,12.5
ALUMNO_035,IT214,8,15.5
ALUMNO_035,IT225,8,12.8
ALUMNO_035,TLR03,8,14.1
ALUMNO_035,CBG01,9,13.8
ALUMNO_035,CIB45,9,10.5
ALUMNO_035,EE508,9,12.1
ALUMNO_035,TLN04,9,13.9
ALUMNO_035,TLR04,9,14.1
ALUMNO_035,TLR05,9,15.1
ALUMNO_035,BMA20,10,10.9
ALUMNO_035,CI105,10,11.2
ALUMNO_035,CIB46,10,15.9
ALUMNO_035,EE524,10,10.9
ALUMNO_035,EE712,10,15.9
ALUMNO_035,TLN03,10,14.4
ALUMNO_036,BFI01,1,9.8
ALUMNO_036,BIC01,1,14.2
ALUMNO_036,BMA01,1,13.6
ALUMNO_036,BMA03,1,12.7
ALUMNO_036,BRN01,1,15.5
ALUMNO_036,BFI01,2,14.1
ALUMNO_036,BFI05,2,9.8
ALUMNO_036,BMA02,2,12.6
ALUMNO_036,BMA09,2,13.3
ALUMNO_036,BQU01,2,13.2
ALUMNO_036,BRC01,2,16.3
ALUMNO_036,BEF01,3,14.3
ALUMNO_036,BEG01,3,15.6
ALUMNO_036,BFI03,3,10.5
ALUMNO_036,BFI05,3,14.0
ALUMNO_036,BMA05,3,10.5
ALUMNO_036,BMA10,3,10.9
ALUMNO_036,BMA15,3,10.5
ALUMNO_036,BMA07,4,10.5
ALUMNO_036,BMA18,4,10.9
ALUMNO_036,EE320,4,10.5
ALUMNO_036,EE410,4,11.1
ALUMNO_036,BMA22,5,10.5
ALUMNO_036,CBS05,5,14.4
ALUMNO_036,EE428,5,10.5
ALUMNO_036,EE522,5,13.0
ALUMNO_036,TLN01,5,11.6
ALUMNO_036,TLR01,5,12.0
ALUMNO_036,EE430,6,10.5
ALUMNO_036,EE458,6,10.5
ALUMNO_036,EE604,6,10.5
ALUMNO_036,TLN02,6,10.5
ALUMNO_036,TLN05,6,13.3
ALUMNO_036,BEG06,7,13.9
ALUMNO_036,EE498,7,11.0
ALUMNO_036,EE508,7,11.7
ALUMNO_036,EE530,7,10.5
ALUMNO_036,EE588,7,12.9
ALUMNO_036,TLR02,7,10.5
ALUMNO_036,CIB02,8,16.6
ALUMNO_036,EE524,8,10.5
ALUMNO_036,EE590,8,15.0
ALUMNO_036,EE592,8,10.5
ALUMNO_036,IT235,8,12.8
ALUMNO_036,TLR03,8,12.7
ALUMNO_036,CI106,9,14.2
ALUMNO_036,CIB45,9,13.6
ALUMNO_036,IT213,9,10.5
ALUMNO_036,IT214,9,14.0
ALUMNO_036,TLR04,9,14.7
ALUMNO_036,TLR05,9,11.9
ALUMNO_036,BMA20,10,17.0
ALUMNO_036,CBS36,10,12.9
ALUMNO_036,CIB12,10,13.8
ALUMNO_036,CIB46,10,15.3
ALUMNO_036,EE712,10,13.2
ALUMNO_036,IT225,10,11.4
ALUMNO_037,BFI01,1,7.3
ALUMNO_037,BIC01,1,9.6
ALUMNO_037,BMA01,1,9.4
ALUMNO_037,BMA03,1,10.5
ALUMNO_037,BRN01,1,13.6
ALUMNO_037,BFI01,2,11.2
ALUMNO_037,BFI05,2,10.5
ALUMNO_037,BIC01,2,15.7
ALUMNO_037,BMA01,2,12.2
ALUMNO_037,BMA02,2,10.5
ALUMNO_037,BMA09,2,10.5
ALUMNO_037,BQU01,2,12.4
ALUMNO_037,BEF01,3,11.2
ALUMNO_037,BEG01,3,11.6
ALUMNO_037,BFI03,3,10.5
ALUMNO_037,BMA05,3,10.5
ALUMNO_037,BMA10,3,10.5
ALUMNO_037,BMA15,3,10.5
ALUMNO_037,EE306,3,12.6
ALUMNO_037,BMA07,4,10.5
ALUMNO_037,BMA18,4,10.5
ALUMNO_037,EE320,4,12.6
ALUMNO_037,EE410,4,10.5
ALUMNO_037,BMA22,5,11.6
ALUMNO_037,CBS05,5,10.7
ALUMNO_037,EE428,5,10.5
ALUMNO_037,EE522,5,10.5
ALUMNO_037,TLN01,5,11.3
ALUMNO_037,TLR01,5,10.5
ALUMNO_037,CI106,6,12.0
ALUMNO_037,EE430,6,14.3
ALUMNO_037,EE458,6,12.6
ALUMNO_037,EE604,6,12.7
ALUMNO_037,TLN02,6,13.3
ALUMNO_037,BEG06,7,13.7
ALUMNO_037,EE498,7,10.5
ALUMNO_037,EE530,7,10.6
ALUMNO_037,EE588,7,12.6
ALUMNO_037,IT214,7,11.3
ALUMNO_037,TLR02,7,13.2
ALUMNO_037,EE508,8,10.5
ALUMNO_037,EE590,8,11.8
ALUMNO_037,EE592,8,13.1
ALUMNO_037,TLN04,8,10.5
ALUMNO_037,TLN05,8,10.5
ALUMNO_037,TLR03,8,10.9
ALUMNO_037,BMA20,9,13.6
ALUMNO_037,CI105,9,13.0
ALUMNO_037,CIB12,9,10.6
ALUMNO_037,CIB45,9,11.3
ALUMNO_037,TLR04,9,10.5
ALUMNO_037,TLR05,9,11.7
ALUMNO_037,CBS36,10,10.5
ALUMNO_037,CIB02,10,12.8
ALUMNO_037,CIB46,10,13.5
ALUMNO_037,EE712,10,11.8
ALUMNO_037,IT213,10,11.9
ALUMNO_037,IT235,10,14.2
ALUMNO_038,BFI01,1,9.0
ALUMNO_038,BIC01,1,10.5
ALUMNO_038,BMA01,1,13.3
ALUMNO_038,BMA03,1,12.5
ALUMNO_038,BRN01,1,12.6
ALUMNO_038,BFI01,2,11.4
ALUMNO_038,BFI05,2,13.4
ALUMNO_038,BMA02,2,10.5
ALUMNO_038,BMA09,2,15.0
ALUMNO_038,BQU01,2,10.5
ALUMNO_038,BRC01,2,15.3
ALUMNO_038,BEF01,3,13.1
ALUMNO_038,BEG01,3,14.8
ALUMNO_038,BFI03,3,10.5
ALUMNO_038,BMA05,3,10.9
ALUMNO_038,BMA10,3,11.3
ALUMNO_038,BMA15,3,10.5
ALUMNO_038,EE306,3,12.7
ALUMNO_038,BMA07,4,10.5
ALUMNO_038,BMA18,4,10.7
ALUMNO_038,EE320,4,10.5
ALUMNO_038,EE410,4,10.5
ALUMNO_038,BMA22,5,11.3
ALUMNO_038,CBS05,5,12.5
ALUMNO_038,EE428,5,11.6
ALUMNO_038,EE522,5,11.0
ALUMNO_038,TLN01,5,13.2
ALUMNO_038,TLR01,5,16.5
ALUMNO_038,EE430,6,12.7
ALUMNO_038,EE458,6,10.5
ALUMNO_038,EE604,6,13.9
ALUMNO_038,TLN02,6,13.1
ALUMNO_038,TLN03,6,13.1
ALUMNO_038,BEG06,7,15.0
ALUMNO_038,EE498,7,11.6
ALUMNO_038,EE524,7,10.5
